user_id,group,converted
1,A,0
2,A,0
3,A,0
4,A,1
5,A,0
6,A,0
7,A,0
8,A,0
9,A,0
10,A,0
11,A,0
12,A,0
13,A,0
14,A,0
15,A,0
16,A,0
17,A,0
18,A,0
19,A,0
20,A,0
21,A,1
22,A,0
23,A,0
24,A,0
25,A,0
26,A,0
27,A,0
28,A,1
29,A,0
30,A,1
31,A,0
32,A,0
33,A,0
34,A,0
35,A,0
36,A,0
37,A,0
38,A,1
39,A,1
40,A,0
41,A,0
42,A,0
43,A,0
44,A,0
45,A,0
46,A,1
47,A,0
48,A,0
49,A,0
50,A,0
51,A,0
52,A,0
53,A,0
54,A,0
55,A,0
56,A,1
57,A,0
58,A,0
59,A,0
60,A,1
61,A,0
62,A,0
63,A,0
64,A,0
65,A,0
66,A,1
67,A,0
68,A,0
69,A,0
70,A,0
71,A,0
72,A,0
73,A,0
74,A,1
75,A,0
76,A,0
77,A,0
78,A,0
79,A,0
80,A,0
81,A,0
82,A,0
83,A,0
84,A,0
85,A,0
86,A,0
87,A,0
88,A,0
89,A,0
90,A,0
91,A,0
92,A,0
93,A,0
94,A,1
95,A,0
96,A,0
97,A,0
98,A,0
99,A,0
100,A,1
101,A,0
102,A,0
103,A,0
104,A,0
105,A,0
106,A,0
107,A,0
108,A,0
109,A,0
110,A,0
111,A,0
112,A,0
113,A,0
114,A,0
115,A,0
116,A,0
117,A,0
118,A,0
119,A,0
120,A,1
121,A,0
122,A,0
123,A,0
124,A,0
125,A,0
126,A,0
127,A,0
128,A,1
129,A,0
130,A,0
131,A,0
132,A,0
133,A,1
134,A,0
135,A,0
136,A,1
137,A,0
138,A,0
139,A,0
140,A,0
141,A,1
142,A,0
143,A,0
144,A,0
145,A,0
146,A,1
147,A,0
148,A,0
149,A,0
150,A,0
151,A,0
152,A,0
153,A,0
154,A,0
155,A,1
156,A,0
157,A,0
158,A,0
159,A,0
160,A,0
161,A,0
162,A,0
163,A,0
164,A,0
165,A,0
166,A,0
167,A,0
168,A,0
169,A,0
170,A,1
171,A,0
172,A,0
173,A,0
174,A,0
175,A,0
176,A,1
177,A,0
178,A,0
179,A,0
180,A,0
181,A,0
182,A,0
183,A,1
184,A,0
185,A,0
186,A,0
187,A,0
188,A,0
189,A,0
190,A,1
191,A,0
192,A,0
193,A,0
194,A,0
195,A,1
196,A,1
197,A,0
198,A,0
199,A,0
200,A,0
201,A,0
202,A,0
203,A,0
204,A,0
205,A,0
206,A,0
207,A,0
208,A,1
209,A,1
210,A,0
211,A,0
212,A,0
213,A,1
214,A,0
215,A,1
216,A,0
217,A,0
218,A,0
219,A,0
220,A,0
221,A,0
222,A,0
223,A,0
224,A,0
225,A,0
226,A,0
227,A,0
228,A,0
229,A,0
230,A,0
231,A,0
232,A,0
233,A,0
234,A,0
235,A,0
236,A,0
237,A,0
238,A,0
239,A,0
240,A,0
241,A,0
242,A,0
243,A,0
244,A,0
245,A,0
246,A,0
247,A,0
248,A,0
249,A,0
250,A,0
251,A,0
252,A,0
253,A,0
254,A,0
255,A,0
256,A,0
257,A,0
258,A,0
259,A,0
260,A,0
261,A,0
262,A,1
263,A,0
264,A,0
265,A,0
266,A,0
267,A,0
268,A,0
269,A,0
270,A,0
271,A,0
272,A,1
273,A,0
274,A,0
275,A,0
276,A,0
277,A,0
278,A,0
279,A,0
280,A,0
281,A,0
282,A,0
283,A,0
284,A,0
285,A,0
286,A,0
287,A,0
288,A,0
289,A,0
290,A,0
291,A,0
292,A,0
293,A,0
294,A,1
295,A,0
296,A,0
297,A,0
298,A,0
299,A,1
300,A,0
301,A,0
302,A,0
303,A,0
304,A,0
305,A,0
306,A,0
307,A,0
308,A,0
309,A,0
310,A,0
311,A,0
312,A,0
313,A,0
314,A,0
315,A,0
316,A,0
317,A,0
318,A,0
319,A,0
320,A,0
321,A,1
322,A,0
323,A,1
324,A,0
325,A,0
326,A,0
327,A,0
328,A,0
329,A,0
330,A,0
331,A,0
332,A,0
333,A,1
334,A,0
335,A,0
336,A,0
337,A,0
338,A,0
339,A,0
340,A,0
341,A,0
342,A,0
343,A,1
344,A,0
345,A,0
346,A,0
347,A,0
348,A,0
349,A,0
350,A,0
351,A,0
352,A,1
353,A,0
354,A,0
355,A,0
356,A,0
357,A,0
358,A,0
359,A,0
360,A,0
361,A,0
362,A,0
363,A,0
364,A,0
365,A,0
366,A,0
367,A,0
368,A,0
369,A,0
370,A,0
371,A,0
372,A,0
373,A,0
374,A,0
375,A,0
376,A,1
377,A,0
378,A,0
379,A,0
380,A,0
381,A,1
382,A,0
383,A,0
384,A,0
385,A,1
386,A,1
387,A,0
388,A,0
389,A,0
390,A,0
391,A,0
392,A,0
393,A,0
394,A,0
395,A,0
396,A,0
397,A,0
398,A,0
399,A,0
400,A,0
401,A,0
402,A,0
403,A,0
404,A,0
405,A,0
406,A,0
407,A,0
408,A,0
409,A,0
410,A,0
411,A,0
412,A,0
413,A,0
414,A,1
415,A,0
416,A,1
417,A,1
418,A,0
419,A,0
420,A,0
421,A,0
422,A,0
423,A,0
424,A,0
425,A,1
426,A,0
427,A,1
428,A,0
429,A,0
430,A,0
431,A,0
432,A,0
433,A,0
434,A,0
435,A,0
436,A,0
437,A,0
438,A,0
439,A,0
440,A,0
441,A,0
442,A,0
443,A,0
